Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
217,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,11
217,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,91
217,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,7
217,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,16
217,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,5
217,KWW KUKIZ'15,KRYGIER Piotr Łukasz,3
217,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,3
217,KWW KUKIZ'15,PAWLAK Rafał,9
217,KWW KUKIZ'15,BRUCH Jarosław Damian,2
217,KWW KUKIZ'15,BIELAWSKA Karolina Maria,2
217,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,84
217,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,56
217,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,61
217,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,6
217,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,5
217,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,2
217,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,3
217,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,7
217,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,6
217,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,1
217,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
217,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,6
217,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,1
217,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,0
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,21
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,32
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,3
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,1
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,2
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,0
217,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,2
217,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,117
217,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,1
217,KWW LEWICA,CZECHANOWSKI Przemysław,1
217,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,23
217,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,1
217,KWW LEWICA,WESOŁOWSKI Wojciech,11
217,KWW LEWICA,GMEREK Krzysztof,0
217,KWW LEWICA,MARCINIAK Patryk Piotr,3
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,15
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,77
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,2
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,3
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,23
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,0
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,1
217,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,7
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,349
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,129
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,27
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,14
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,31
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,112
218,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,14
218,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,19
218,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,2
218,KWW KUKIZ'15,KRYGIER Piotr Łukasz,6
218,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,3
218,KWW KUKIZ'15,PAWLAK Rafał,1
218,KWW KUKIZ'15,BRUCH Jarosław Damian,3
218,KWW KUKIZ'15,BIELAWSKA Karolina Maria,1
218,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,63
218,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,35
218,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,44
218,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,5
218,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,0
218,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,3
218,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,1
218,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,5
218,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,27
218,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,3
218,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,1
218,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,12
218,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,2
218,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,3
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,33
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,26
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,6
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,3
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,1
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,3
218,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,4
218,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,249
218,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,2
218,KWW LEWICA,CZECHANOWSKI Przemysław,4
218,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,4
218,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,2
218,KWW LEWICA,WESOŁOWSKI Wojciech,1
218,KWW LEWICA,GMEREK Krzysztof,0
218,KWW LEWICA,MARCINIAK Patryk Piotr,6
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,25
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,138
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,5
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,1
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,8
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,5
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,10
218,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,6
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,208
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,95
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,28
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,7
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,28
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,101
219,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,8
219,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,23
219,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,2
219,KWW KUKIZ'15,KRYGIER Piotr Łukasz,5
219,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,3
219,KWW KUKIZ'15,PAWLAK Rafał,6
219,KWW KUKIZ'15,BRUCH Jarosław Damian,2
219,KWW KUKIZ'15,BIELAWSKA Karolina Maria,4
219,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,70
219,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,40
219,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,44
219,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,3
219,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,3
219,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,2
219,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,1
219,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,11
219,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,13
219,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,0
219,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,1
219,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,2
219,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,1
219,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,2
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,21
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,26
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,1
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,1
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,2
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,6
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,2
219,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,0
219,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,174
219,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,1
219,KWW LEWICA,CZECHANOWSKI Przemysław,6
219,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,9
219,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,4
219,KWW LEWICA,WESOŁOWSKI Wojciech,5
219,KWW LEWICA,GMEREK Krzysztof,3
219,KWW LEWICA,MARCINIAK Patryk Piotr,4
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,12
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,141
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,2
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,2
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,3
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,4
219,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,9
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,260
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,99
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,29
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,6
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,38
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,137
220,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,10
220,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,13
220,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,1
220,KWW KUKIZ'15,KRYGIER Piotr Łukasz,3
220,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,2
220,KWW KUKIZ'15,PAWLAK Rafał,3
220,KWW KUKIZ'15,BRUCH Jarosław Damian,1
220,KWW KUKIZ'15,BIELAWSKA Karolina Maria,4
220,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,48
220,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,24
220,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,15
220,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,3
220,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,1
220,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,1
220,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,3
220,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,7
220,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,19
220,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,1
220,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
220,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,4
220,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,2
220,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,3
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,30
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,34
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,3
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,0
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,2
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,1
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,3
220,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,2
220,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,146
220,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,1
220,KWW LEWICA,CZECHANOWSKI Przemysław,2
220,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,6
220,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,11
220,KWW LEWICA,WESOŁOWSKI Wojciech,4
220,KWW LEWICA,GMEREK Krzysztof,1
220,KWW LEWICA,MARCINIAK Patryk Piotr,2
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,27
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,192
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,3
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,0
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,6
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,4
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,1
220,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,8
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,183
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,76
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,31
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,11
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,13
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,81
221,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,7
221,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,7
221,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,1
221,KWW KUKIZ'15,KRYGIER Piotr Łukasz,6
221,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,2
221,KWW KUKIZ'15,PAWLAK Rafał,0
221,KWW KUKIZ'15,BRUCH Jarosław Damian,1
221,KWW KUKIZ'15,BIELAWSKA Karolina Maria,1
221,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,47
221,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,31
221,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,37
221,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,12
221,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,3
221,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,6
221,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,2
221,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,6
221,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,6
221,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,1
221,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
221,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,3
221,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,1
221,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,0
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,81
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,17
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,1
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,3
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,2
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,0
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,0
221,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,1
221,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,54
221,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,5
221,KWW LEWICA,CZECHANOWSKI Przemysław,0
221,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,5
221,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,0
221,KWW LEWICA,WESOŁOWSKI Wojciech,0
221,KWW LEWICA,GMEREK Krzysztof,1
221,KWW LEWICA,MARCINIAK Patryk Piotr,56
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,10
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,49
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,5
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,1
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,1
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,4
221,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,6
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,374
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,126
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,46
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,7
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,18
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,125
222,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,18
222,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,22
222,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,3
222,KWW KUKIZ'15,KRYGIER Piotr Łukasz,1
222,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,3
222,KWW KUKIZ'15,PAWLAK Rafał,4
222,KWW KUKIZ'15,BRUCH Jarosław Damian,0
222,KWW KUKIZ'15,BIELAWSKA Karolina Maria,3
222,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,103
222,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,80
222,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,48
222,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,10
222,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,5
222,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,4
222,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,4
222,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,9
222,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,7
222,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,1
222,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,1
222,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,5
222,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,1
222,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,0
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,73
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,32
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,1
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,0
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,1
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,6
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,6
222,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,2
222,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,69
222,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,1
222,KWW LEWICA,CZECHANOWSKI Przemysław,2
222,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,4
222,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,5
222,KWW LEWICA,WESOŁOWSKI Wojciech,4
222,KWW LEWICA,GMEREK Krzysztof,0
222,KWW LEWICA,MARCINIAK Patryk Piotr,25
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,39
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,52
222,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,5
